element_tran,public,public_num
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=C[*:*])=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=C[*:1])=C2[*:2])N(C[*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:*])C([*:*])=C(C=C[*:*])C1,CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:1])C([*:2])=C(C=C[*:3])C1
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:*])c4ccccc4C3(C)[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:1])c4ccccc4C3(C)[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+]([*:*])c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+]([*:2])c4ccccc4C3(C)C)=C2[*:3])N(Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+]([*:*])c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+]([*:2])c4ccccc4C3(C)C)=C2[*:3])N(Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CC(C(C)(C)C)C2)=[N+]([*:*])c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CC(C(C)(C)C)C2)=[N+]([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:*])c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:1])c4ccccc4C3(C)C)=C2[*:2])N([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:*])c4ccccc4C3(C)C)=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+]([*:1])c4ccccc4C3(C)C)=C2[*:2])N(C[*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:*])CC(C(C)(C)C)C2)=[N+]([*:*])c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:2])CC(C(C)(C)C)C2)=[N+]([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:*])c4ccccc4C3(C)[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:1])c4ccccc4C3(C)[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+](C[*:*])c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+](C[*:2])c4ccccc4C3(C)C)=C2[*:3])N(Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+](C[*:*])c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+](C[*:2])c4ccccc4C3(C)C)=C2[*:3])N(Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CC(C(C)(C)C)C2)=[N+](C[*:*])c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CC(C(C)(C)C)C2)=[N+](C[*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:*])c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:1])c4ccccc4C3(C)C)=C2[*:2])N([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:*])c4ccccc4C3(C)C)=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](C[*:1])c4ccccc4C3(C)C)=C2[*:2])N(C[*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:*])CC(C(C)(C)C)C2)=[N+](C[*:*])c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:2])CC(C(C)(C)C)C2)=[N+](C[*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3([*:*])[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3([*:1])[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:*])=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:2])=C2[*:3])N(Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC(C)(C)C1CC(=C[*:*])C([*:*])=C(C=CC2=[N+](Cc3ccccc3)c3ccccc3C2(C)[*:*])C1,CC(C)(C)C1CC(=C[*:1])C([*:2])=C(C=CC2=[N+](Cc3ccccc3)c3ccccc3C2(C)[*:3])C1
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:*])=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:1])=C2[*:2])N([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:*])=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)C)CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)[*:1])=C2[*:2])N(C[*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:*])C([*:*])=C(C=CC2=[N+](Cc3ccccc3)c3ccccc3C2(C)[*:*])C1,CC(C)(C)C1CC(=CC=C2N(Cc3ccccc3)c3ccccc3C2(C)[*:1])C([*:2])=C(C=CC2=[N+](Cc3ccccc3)c3ccccc3C2(C)[*:3])C1
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CC([*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CC([*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC([*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC([*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N(C[*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:*])CC([*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:2])CC([*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)([*:*])[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(Cc2ccccc2)c2ccccc21,CC1(C)C(=CC=C2CC(C(C)([*:1])[*:2])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:3])N(Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CC(C(C)(C)[*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CC(C(C)(C)[*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CC(C(C)(C)[*:*])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:*])N(C[*:*])c2ccccc21,CC1(C)C(=CC=C2CC(C(C)(C)[*:1])CC(C=CC3=[N+](Cc4ccccc4)c4ccccc4C3(C)C)=C2[*:2])N(C[*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:*])CC(C(C)(C)[*:*])C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3(C)[*:2])CC(C(C)(C)[*:3])C2)=[N+](Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N([*:*])c4ccccc4C3(C)[*:*])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N([*:2])c4ccccc4C3(C)[*:3])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(C[*:*])c4ccccc4C3(C)[*:*])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(C[*:2])c4ccccc4C3(C)[*:3])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3([*:*])[*:*])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=CC=C3N(Cc4ccccc4)c4ccccc4C3([*:2])[*:3])CC(C(C)(C)C)C2)=[N+](Cc2ccccc2)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],C[N+]1=C(C=C[*:*])C(C)(C)c2ccccc21,C[N+]1=C(C=C[*:1])C(C)(C)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CCCC([*:*])=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CCCC([*:1])=C2[*:2])N([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CN1C(=CC=C2CCCC([*:*])=C2[*:*])C(C)([*:*])c2ccccc21,CN1C(=CC=C2CCCC([*:1])=C2[*:2])C(C)([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],C(=C[*:*])C1=C([*:*])C(=C[*:*])CCC1,C(=C[*:1])C1=C([*:2])C(=C[*:3])CCC1
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CCCC(C=C[*:*])=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CCCC(C=C[*:1])=C2[*:2])N([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CN1C(=CC=C2CCCC(C=C[*:*])=C2[*:*])C(C)([*:*])c2ccccc21,CN1C(=CC=C2CCCC(C=C[*:1])=C2[*:2])C(C)([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CN1C(=CC=C2CCCC(C=CC3=[N+]([*:*])c4ccccc4C3(C)[*:*])=C2[*:*])C(C)(C)c2ccccc21,CN1C(=CC=C2CCCC(C=CC3=[N+]([*:1])c4ccccc4C3(C)[*:2])=C2[*:3])C(C)(C)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(C=CC2=C([*:*])C(=C[*:*])CCC2)=[N+]([*:*])c2ccccc21,CC1(C)C(C=CC2=C([*:1])C(=C[*:2])CCC2)=[N+]([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CC1(C)C(=CC=C2CCCC(C=CC3=[N+]([*:*])c4ccccc4C3(C)C)=C2[*:*])N([*:*])c2ccccc21,CC1(C)C(=CC=C2CCCC(C=CC3=[N+]([*:1])c4ccccc4C3(C)C)=C2[*:2])N([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CN1C(=CC=C2CCCC(C=CC3=[N+]([*:*])c4ccccc4C3(C)C)=C2[*:*])C(C)([*:*])c2ccccc21,CN1C(=CC=C2CCCC(C=CC3=[N+]([*:1])c4ccccc4C3(C)C)=C2[*:2])C(C)([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CN1C(=CC=C2CCCC(C=CC3=[N+](C)c4ccccc4C3([*:*])[*:*])=C2[*:*])C(C)(C)c2ccccc21,CN1C(=CC=C2CCCC(C=CC3=[N+](C)c4ccccc4C3([*:1])[*:2])=C2[*:3])C(C)(C)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],C[N+]1=C(C=CC2=C([*:*])C(=C[*:*])CCC2)C(C)([*:*])c2ccccc21,C[N+]1=C(C=CC2=C([*:1])C(=C[*:2])CCC2)C(C)([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],C[N+]1=C(C=CC2=C([*:*])C(=CC=C3N([*:*])c4ccccc4C3(C)C)CCC2)C(C)([*:*])c2ccccc21,C[N+]1=C(C=CC2=C([*:1])C(=CC=C3N([*:2])c4ccccc4C3(C)C)CCC2)C(C)([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CN1C(=CC=C2CCCC(C=CC3=[N+](C)c4ccccc4C3(C)[*:*])=C2[*:*])C(C)([*:*])c2ccccc21,CN1C(=CC=C2CCCC(C=CC3=[N+](C)c4ccccc4C3(C)[*:1])=C2[*:2])C(C)([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],C[N+]1=C(C=CC2=C([*:*])C(=CC=C3N([*:*])c4ccccc4C3(C)[*:*])CCC2)C(C)(C)c2ccccc21,C[N+]1=C(C=CC2=C([*:1])C(=CC=C3N([*:2])c4ccccc4C3(C)[*:3])CCC2)C(C)(C)c2ccccc21
CCN(CC)[*:*] --->>>--- Cl[*:*],CN1C(=CC=C2CCCC(C=CC3=[N+](C)c4ccccc4C3(C)C)=C2[*:*])C([*:*])([*:*])c2ccccc21,CN1C(=CC=C2CCCC(C=CC3=[N+](C)c4ccccc4C3(C)C)=C2[*:1])C([*:2])([*:3])c2ccccc21
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(C=C[*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(C=C[*:1])n3[B-](F)(F)[N+]2=C1C
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:1])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:2])=C(c3ccccc3)C1=C2
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:1])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:2])=C(c3ccccc3)C1=C2
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:*])[B-](F)(F)[N+]1=C(C)C([*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:1])[B-](F)(F)[N+]1=C(C)C([*:2])=C(c3ccccc3)C1=C2
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)C1=C([*:*])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(C=C[*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C([*:1])C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(C=C[*:2])n3[B-](F)(F)[N+]2=C1C
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:*])c(C(=O)OCC)c(C=C[*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c([*:1])c(C(=O)OCC)c(C=C[*:2])n3[B-](F)(F)[N+]2=C1C
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:*])c(C=C[*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c([*:1])c(C=C[*:2])n3[B-](F)(F)[N+]2=C1C
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c(C=C[*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)O[*:1])c(C=C[*:2])n3[B-](F)(F)[N+]2=C1C
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c(C=C[*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OC[*:1])c(C=C[*:2])n3[B-](F)(F)[N+]2=C1C
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:*])n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c([*:1])n3[B-](F)(F)[N+]2=C1C
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(C=C[*:*])n3[B-](F)(F)[N+]2=C1[*:*],CCOC(=O)C1=C(c2ccccc2)C2=Cc3c(-c4ccccc4)c(C(=O)OCC)c(C=C[*:1])n3[B-](F)(F)[N+]2=C1[*:2]
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:*])=C([*:*])C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:1])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:2])=C([*:3])C1=C2
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)c1c([*:*])c2n(c1C=C[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c([*:1])c2n(c1C=C[*:2])[B-](F)(F)[N+]1=C(C)C(C(=O)OC[*:3])=C(c3ccccc3)C1=C2
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c([*:*])c(C=C[*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c([*:1])c(C=C[*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:3]
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c(C=C[*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)O[*:1])c(C=C[*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:3]
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c(C=C[*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)OC[*:1])c(C=C[*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)OC[*:3]
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:*])[B-](F)(F)[N+]1=C([*:*])C(C(=O)OC[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:1])[B-](F)(F)[N+]1=C([*:2])C(C(=O)OC[*:3])=C(c3ccccc3)C1=C2
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:*])=C([*:*])C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:1])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:2])=C([*:3])C1=C2
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)c1c([*:*])c2n(c1C=C[*:*])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c([*:1])c2n(c1C=C[*:2])[B-](F)(F)[N+]1=C(C)C(C(=O)O[*:3])=C(c3ccccc3)C1=C2
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c([*:*])c(C=C[*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c([*:1])c(C=C[*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:3]
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)O[*:*])c(C=C[*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)O[*:1])c(C=C[*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:3]
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)OC[*:*])c(C=C[*:*])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:*],CC1=[N+]2C(=Cc3c(-c4ccccc4)c(C(=O)OC[*:1])c(C=C[*:2])n3[B-]2(F)F)C(c2ccccc2)=C1C(=O)O[*:3]
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:*])[B-](F)(F)[N+]1=C([*:*])C(C(=O)O[*:*])=C(c3ccccc3)C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:1])[B-](F)(F)[N+]1=C([*:2])C(C(=O)O[*:3])=C(c3ccccc3)C1=C2
CCN(CC)[*:*] --->>>--- CCN1C(=C[*:*])Sc2ccccc21,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:*])[B-](F)(F)[N+]1=C(C)C([*:*])=C([*:*])C1=C2,CCOC(=O)c1c(-c2ccccc2)c2n(c1C=C[*:1])[B-](F)(F)[N+]1=C(C)C([*:2])=C([*:3])C1=C2
